n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,wait_time
1333,KLUF,LUKE AFB,000000072260,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-07-17 16:07:00,2018-07-17 16:18:00,2018-07-17 16:21:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-07-17,2018-07-17 16:07:00,2018-07-17 16:07:00,null,1,null,3,J56,2018-07-17 16:07:00,GIE Demand,false,0.007638889
1334,KLUF,LUKE AFB,000000186943,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-03-18 18:34:00,2021-03-18 18:50:00,2021-03-18 18:53:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-03-18,2021-03-18 18:34:00,2021-03-18 18:34:00,null,1,null,3,J56,2021-03-18 18:34:00,GIE Demand,false,0.011111111
1335,KLUF,LUKE AFB,000000062484,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-03-19 22:36:00,2018-03-19 22:48:00,2018-03-20 08:22:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-03-19,2018-03-19 22:36:00,2018-03-19 22:36:00,null,1,null,3,J56,2018-03-19 22:36:00,GIE Demand,false,0.008333334
1336,KLUF,LUKE AFB,000000129501,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-12-06 13:25:00,2019-12-06 13:45:00,2019-12-06 13:47:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-12-06,2019-12-06 13:25:00,2019-12-06 13:25:00,null,1,null,3,J56,2019-12-06 13:25:00,GIE Demand,false,0.013888889
1337,KLUF,LUKE AFB,000000061359,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-03-07 11:42:00,2018-03-07 12:00:00,2018-03-07 14:12:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-03-07,2018-03-07 11:42:00,2018-03-07 11:42:00,null,1,null,3,J56,2018-03-07 11:42:00,GIE Demand,false,0.0125
1338,KLUF,LUKE AFB,000000032001,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-02-01 18:29:00,2017-02-01 18:46:00,2017-02-01 18:49:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-02-01,2017-02-01 18:29:00,2017-02-01 18:29:00,null,1,null,3,J56,2017-02-01 18:29:00,GIE Demand,false,0.011805556
1339,KLUF,LUKE AFB,000000103969,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-05-03 11:15:00,2019-05-03 11:36:00,2019-05-03 11:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-05-03,2019-05-03 11:15:00,2019-05-03 11:16:00,null,1,null,3,J56,2019-05-03 11:15:00,GIE Demand,false,0.014583333
1340,KLUF,LUKE AFB,000000135464,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-05 17:37:00,2020-02-05 17:53:00,2020-02-05 18:45:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-05,2020-02-05 17:37:00,2020-02-05 17:37:00,null,1,null,3,J56,2020-02-05 17:37:00,GIE Demand,false,0.011111111
192074,KNLC,NAS LEMOORE,000000077279,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-09-07 16:29:00,2022-09-07 16:31:00,2022-09-07 16:33:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-09-07,2022-09-07 16:29:00,2022-09-07 16:29:00,null,1,null,2,J85,2022-09-07 16:29:00,GIE Demand,false,0.0013888889
192075,YWLM,RAAF WILLIAMTOWN,000000024842,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2021-06-17 12:38:00,2021-06-17 12:46:00,2021-06-17 12:55:00,SO,3SQN,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,2021-06-17,2021-06-17 12:38:00,2021-06-17 12:38:00,null,1,null,2,J85,2021-06-17 12:38:00,GIE Demand,false,0.0055555557
192076,KNLC,NAS LEMOORE,000000077202,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-09-06 17:25:00,2022-09-06 17:30:00,2022-09-06 17:32:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-09-06,2022-09-06 17:25:00,2022-09-06 17:25:00,null,1,null,2,J85,2022-09-06 17:25:00,GIE Demand,false,0.0034722222
192077,YWLM,RAAF WILLIAMTOWN,000000036141,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-02-10 04:13:00,2022-02-10 05:06:00,2022-02-10 06:16:00,SO,3SQN,null,null,null,null,Consumable,0.04,OConUS,PAOZZN,2022-02-10,2022-02-10 04:13:00,2022-02-10 04:13:00,null,1,null,2,J85,2022-02-10 04:13:00,GIE Demand,false,0.036805555
192078,KNLC,NAS LEMOORE,000000056100,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-08-05 18:09:00,2021-08-05 18:12:00,2021-08-05 18:14:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-08-05,2021-08-05 18:09:00,2021-08-05 18:09:00,null,1,null,2,J85,2021-08-05 18:09:00,GIE Demand,false,0.0020833334
192079,KNBC,MCAS BEAUFORT,000000135162,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-09-13 17:10:00,2022-09-13 17:14:00,2022-09-13 17:16:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-09-13,2022-09-13 17:10:00,2022-09-13 17:10:00,null,1,null,2,J85,2022-09-13 17:10:00,GIE Demand,false,0.0027777778
192080,S044,NEVATIM AIR BASE,000000034948,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2022-03-20 14:29:00,2022-03-21 10:55:00,2022-03-29 08:07:00,SO,IPTC,null,null,null,null,Consumable,0.85,OConUS,PAOZZN,2022-03-20,2022-03-20 14:29:00,2022-03-20 14:29:00,null,1,null,2,J85,2022-03-20 14:29:00,GIE Demand,false,0.8513889
192081,KNBC,MCAS BEAUFORT,000000136333,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-10-06 18:57:00,2022-10-06 19:08:00,2022-10-06 19:16:00,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2022-10-06,2022-10-06 18:57:00,2022-10-06 18:57:00,null,1,null,2,J85,2022-10-06 18:57:00,GIE Demand,false,0.007638889
192082,KNLC,NAS LEMOORE,000000040263,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-08-18 17:46:00,2020-08-18 17:51:00,2020-08-18 17:54:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2020-08-18,2020-08-18 17:46:00,2020-08-18 17:46:00,null,1,null,2,J85,2020-08-18 17:46:00,GIE Demand,false,0.0034722222
192083,S044,NEVATIM AIR BASE,000000043919,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2023-01-25 11:55:00,2023-01-29 10:47:00,2023-01-30 07:06:00,SO,I116,null,null,null,null,Consumable,3.93,OConUS,PAOZZN,2023-01-25,2023-01-25 11:55:00,2023-01-25 11:55:00,null,1,null,2,J85,2023-01-25 11:55:00,GIE Demand,false,3.9527779
192084,EGYM,RAF MARHAM,000000033187,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2021-07-06 11:22:00,2021-07-06 11:54:00,2021-07-06 11:59:00,SO,MRM,null,null,null,null,Consumable,0.02,OConUS,PAOZZN,2021-07-06,2021-07-06 11:22:00,2021-07-06 11:22:00,null,1,null,2,J85,2021-07-06 11:22:00,GIE Demand,false,0.022222223
192085,KNBC,MCAS BEAUFORT,000000060552,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2019-01-10 04:47:00,2019-01-10 04:53:00,2019-01-10 06:04:00,SO,FE3,null,null,null,null,Consumable,0,ConUS,PAOZZN,2019-01-10,2019-01-10 04:47:00,2019-01-10 04:47:00,null,1,null,2,J85,2019-01-10 04:47:00,GIE Demand,false,0.004166667
192086,KNBC,MCAS BEAUFORT,000000119537,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-10-26 18:07:00,2021-10-26 18:12:00,2021-10-26 18:15:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-10-26,2021-10-26 18:07:00,2021-10-26 18:07:00,null,1,null,2,J85,2021-10-26 18:07:00,GIE Demand,false,0.0034722222
192087,KNLC,NAS LEMOORE,000000070676,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-05-18 15:47:00,2022-05-18 15:54:00,2022-05-18 16:55:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-05-18,2022-05-18 15:47:00,2022-05-18 15:47:00,null,1,null,2,J85,2022-05-18 15:47:00,GIE Demand,false,0.0048611113
192088,KNLC,NAS LEMOORE,000000043908,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-10-27 17:21:00,2020-10-27 18:59:00,2020-10-27 19:07:00,SO,LPFF,null,null,null,null,Consumable,0.07,ConUS,PAOZZN,2020-10-27,2020-10-27 17:21:00,2020-10-27 17:21:00,null,1,null,2,J85,2020-10-27 17:21:00,GIE Demand,false,0.068055555
192089,KNBC,MCAS BEAUFORT,000000120195,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-11-05 14:28:00,2021-11-05 15:05:00,2021-11-05 15:19:00,SO,BPFF,null,null,null,null,Consumable,0.03,ConUS,PAOZZN,2021-11-05,2021-11-05 14:28:00,2021-11-05 14:28:00,null,1,null,2,J85,2021-11-05 14:28:00,GIE Demand,false,0.025694445
192090,RJOI,MCAS IWAKUNI,000000048196,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-08-18 08:12:00,2022-08-18 10:34:00,2022-08-18 10:55:00,SO,GF7,null,null,null,null,Consumable,0.1,OConUS,PAOZZN,2022-08-18,2022-08-18 08:12:00,2022-08-18 08:12:00,null,1,null,2,J85,2022-08-18 08:12:00,GIE Demand,false,0.09861111
192091,KNKX,MCAS MIRAMAR,000000011073,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-09-13 19:12:00,2021-09-13 20:47:00,2021-09-13 22:12:00,SO,GG7,null,null,null,null,Consumable,0.07,ConUS,PAOZZN,2021-09-13,2021-09-13 19:12:00,2021-09-13 19:12:00,null,1,null,2,J85,2021-09-13 19:12:00,GIE Demand,false,0.065972224
192092,KNLC,NAS LEMOORE,000000075754,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-08-16 17:15:00,2022-08-16 17:18:00,2022-08-16 17:21:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-08-16,2022-08-16 17:15:00,2022-08-16 17:15:00,null,1,null,2,J85,2022-08-16 17:15:00,GIE Demand,false,0.0020833334
1341,KLUF,LUKE AFB,000000120975,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-25 17:12:00,2019-09-25 17:33:00,2019-09-25 18:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-25,2019-09-25 17:12:00,2019-09-25 17:12:00,null,1,null,3,J56,2019-09-25 17:12:00,GIE Demand,false,0.014583333
1342,KLUF,LUKE AFB,000000109709,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-06-20 01:19:00,2019-06-20 01:40:00,2019-06-20 02:12:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-06-20,2019-06-20 01:19:00,2019-06-20 01:19:00,null,1,null,3,J56,2019-06-20 01:19:00,GIE Demand,false,0.014583333
1343,KLUF,LUKE AFB,000000094130,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-02-05 11:32:00,2019-02-05 11:44:00,2019-02-05 13:15:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-02-05,2019-02-05 11:32:00,2019-02-05 11:32:00,null,1,null,3,J56,2019-02-05 11:32:00,GIE Demand,false,0.008333334
1344,KLUF,LUKE AFB,000000165266,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-09-16 14:37:00,2020-09-16 14:45:00,2020-09-16 14:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-09-16,2020-09-16 14:37:00,2020-09-16 14:37:00,null,1,null,3,J56,2020-09-16 14:37:00,GIE Demand,false,0.0055555557
1345,KLUF,LUKE AFB,000000173565,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-18 15:34:00,2020-11-18 15:42:00,2020-11-18 15:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-18,2020-11-18 15:34:00,2020-11-18 15:34:00,null,1,null,3,J56,2020-11-18 15:34:00,GIE Demand,false,0.0055555557
1346,KLUF,LUKE AFB,000000130357,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-12-16 14:35:00,2019-12-16 14:43:00,2019-12-16 14:48:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-12-16,2019-12-16 14:35:00,2019-12-16 14:35:00,null,1,null,3,J56,2019-12-16 14:35:00,GIE Demand,false,0.0055555557
1347,KLUF,LUKE AFB,000000082926,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-10-25 11:02:00,2018-10-25 11:20:00,2018-10-25 11:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-10-25,2018-10-25 11:02:00,2018-10-25 11:02:00,null,1,null,3,J56,2018-10-25 11:02:00,GIE Demand,false,0.0125
1348,KLUF,LUKE AFB,000000162371,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-27 15:18:00,2020-08-27 15:30:00,2020-08-27 16:36:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-27,2020-08-27 15:18:00,2020-08-27 15:18:00,null,1,null,3,J56,2020-08-27 15:18:00,GIE Demand,false,0.008333334
1349,KLUF,LUKE AFB,000000110362,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-06-25 17:07:00,2019-06-25 17:22:00,2019-06-25 17:27:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-06-25,2019-06-25 17:07:00,2019-06-25 17:07:00,null,1,null,3,J56,2019-06-25 17:07:00,GIE Demand,false,0.010416667
1350,KLUF,LUKE AFB,000000058306,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-02-02 20:16:00,2018-02-02 20:24:00,2018-02-02 21:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-02-02,2018-02-02 20:16:00,2018-02-02 20:16:00,null,1,null,3,J56,2018-02-02 20:16:00,GIE Demand,false,0.0055555557
1351,KLUF,LUKE AFB,000000083595,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-10-31 20:05:00,2018-10-31 20:13:00,2018-10-31 20:21:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-10-31,2018-10-31 20:05:00,2018-10-31 20:05:00,null,1,null,3,J56,2018-10-31 20:05:00,GIE Demand,false,0.0055555557
1352,KLUF,LUKE AFB,000000250332,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-08-04 13:24:00,2022-08-04 13:36:00,2022-08-04 13:39:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-08-04,2022-08-04 13:24:00,2022-08-04 13:24:00,null,1,null,3,J56,2022-08-04 13:24:00,GIE Demand,false,0.008333334
1353,KLUF,LUKE AFB,000000258643,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-09-28 14:42:00,2022-09-28 14:58:00,2022-09-28 15:12:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-09-28,2022-09-28 14:42:00,2022-09-28 14:42:00,null,1,null,3,J56,2022-09-28 14:42:00,GIE Demand,false,0.011111111
1354,KLUF,LUKE AFB,000000152458,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-12 16:30:00,2020-06-12 16:38:00,2020-06-12 17:12:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-12,2020-06-12 16:30:00,2020-06-12 16:30:00,null,1,null,3,J56,2020-06-12 16:30:00,GIE Demand,false,0.0055555557
1355,KLUF,LUKE AFB,000000041504,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-06-23 16:39:00,2017-06-23 16:48:00,2017-06-23 17:07:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-06-23,2017-06-23 16:39:00,2017-06-23 16:39:00,null,1,null,3,J56,2017-06-23 16:39:00,GIE Demand,false,0.00625
1356,KLUF,LUKE AFB,000000088581,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-12-17 20:42:00,2018-12-17 20:52:00,2018-12-17 20:53:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-12-17,2018-12-17 20:42:00,2018-12-17 20:42:00,null,1,null,3,J56,2018-12-17 20:42:00,GIE Demand,false,0.0069444445
1357,KLUF,LUKE AFB,000000043836,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-08-02 22:24:00,2017-08-02 22:33:00,2017-08-02 22:38:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-08-02,2017-08-02 22:24:00,2017-08-02 22:24:00,null,1,null,3,J56,2017-08-02 22:24:00,GIE Demand,false,0.00625
1358,KLUF,LUKE AFB,000000145493,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-04-24 14:30:00,2020-04-24 14:38:00,2020-04-24 14:41:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-04-24,2020-04-24 14:30:00,2020-04-24 14:30:00,null,1,null,3,J56,2020-04-24 14:30:00,GIE Demand,false,0.0055555557
1359,KLUF,LUKE AFB,000000240013,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-18 14:21:00,2022-05-18 14:29:00,2022-05-18 14:33:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-18,2022-05-18 14:21:00,2022-05-18 14:21:00,null,1,null,3,J56,2022-05-18 14:21:00,GIE Demand,false,0.0055555557
1360,KLUF,LUKE AFB,000000053373,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-11-30 14:38:00,2017-11-30 14:52:00,2017-11-30 14:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-11-30,2017-11-30 14:38:00,2017-11-30 14:38:00,null,1,null,3,J56,2017-11-30 14:38:00,GIE Demand,false,0.009722223
192093,S044,NEVATIM AIR BASE,000000036183,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2022-05-03 16:52:00,2022-05-04 06:39:00,2022-05-05 08:19:00,SO,IPTC,null,null,null,null,Consumable,0.57,OConUS,PAOZZN,2022-05-03,2022-05-03 16:52:00,2022-05-03 16:52:00,null,1,null,2,J85,2022-05-03 16:52:00,GIE Demand,false,0.57430553
192094,KNBC,MCAS BEAUFORT,000000120175,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-11-05 14:19:00,2021-11-05 15:04:00,2021-11-05 15:19:00,SO,BPFF,null,null,null,null,Consumable,0.03,ConUS,PAOZZN,2021-11-05,2021-11-05 14:19:00,2021-11-05 14:19:00,null,1,null,2,J85,2021-11-05 14:19:00,GIE Demand,false,0.03125
192095,KNLC,NAS LEMOORE,000000048297,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-02-03 21:27:00,2021-02-03 21:31:00,2021-02-03 21:45:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-02-03,2021-02-03 21:27:00,2021-02-03 21:27:00,null,1,null,2,J85,2021-02-03 21:27:00,GIE Demand,false,0.0027777778
192096,KNBC,MCAS BEAUFORT,000000127491,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-04-11 14:20:00,2022-04-11 14:24:00,2022-04-11 14:37:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-04-11,2022-04-11 14:20:00,2022-04-11 14:20:00,null,1,null,2,J85,2022-04-11 14:20:00,GIE Demand,false,0.0027777778
192097,KNLC,NAS LEMOORE,000000048887,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-02-19 18:17:00,2021-02-19 18:18:00,2021-02-19 18:20:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-02-19,2021-02-19 18:17:00,2021-02-19 18:17:00,null,1,null,2,J85,2021-02-19 18:17:00,GIE Demand,false,0.00069444446
192098,KNBC,MCAS BEAUFORT,000000101477,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-02-01 18:59:00,2021-02-01 19:06:00,2021-02-01 19:09:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-02-01,2021-02-01 18:59:00,2021-02-01 18:59:00,null,1,null,2,J85,2021-02-01 18:59:00,GIE Demand,false,0.0048611113
192099,KNBC,MCAS BEAUFORT,000000108404,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-05-10 14:09:00,2021-05-10 14:48:00,2021-05-10 14:52:00,SO,BPFF,null,null,null,null,Consumable,0.03,ConUS,PAOZZN,2021-05-10,2021-05-10 14:09:00,2021-05-10 14:09:00,null,1,null,2,J85,2021-05-10 14:09:00,GIE Demand,false,0.027083334
192100,KNLC,NAS LEMOORE,000000065263,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-02-25 16:17:00,2022-02-25 16:24:00,2022-02-25 16:29:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-02-25,2022-02-25 16:17:00,2022-02-25 16:17:00,null,1,null,2,J85,2022-02-25 16:17:00,GIE Demand,false,0.0048611113
192101,KNLC,NAS LEMOORE,000000066144,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-03-09 21:11:00,2022-03-09 21:16:00,2022-03-09 21:19:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-03-09,2022-03-09 21:11:00,2022-03-09 21:11:00,null,1,null,2,J85,2022-03-09 21:11:00,GIE Demand,false,0.0034722222
