n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,target
193180,KNYL,MCAS YUMA,52216,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:21,9/19/2019 9:32,9/25/2019 22:08,SO,GE3,null,null,null,null,Consumable,0.75,ConUS,PAOOOP,9/18/2019,9/18/2019 15:21,9/18/2019 15:21,null,1,null,2,J89,9/18/2019 15:21,GIE Demand,FALSE,0.7576389
193181,YWLM,RAAF WILLIAMTOWN,50093,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/3/2022 4:10,11/3/2022 9:08,11/3/2022 10:15,SO,3SQN,null,null,null,null,Consumable,0.21,OConUS,PAOOOP,11/3/2022,11/3/2022 4:10,11/3/2022 4:10,null,1,null,2,J89,11/3/2022 4:10,GIE Demand,FALSE,0.20694445
193182,KNLC,NAS LEMOORE,64613,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 8:08,2/9/2022 19:02,2/9/2022 22:55,SO,PJ2,null,null,null,null,Consumable,0.45,ConUS,PAOOOP,2/9/2022,2/9/2022 8:08,2/9/2022 8:08,null,1,null,2,J89,2/9/2022 8:08,GIE Demand,FALSE,0.45416668
193183,EGYM,RAF MARHAM,32188,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,6/8/2021 10:08,6/8/2021 12:30,6/8/2021 12:32,SO,MRM,null,null,null,null,Consumable,0.1,OConUS,PAOOOP,6/8/2021,6/8/2021 10:08,6/8/2021 10:08,null,1,null,2,J89,6/8/2021 10:08,GIE Demand,FALSE,0.09861111
193184,S118,ANG BURLINGTON,16637,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,10/11/2022 15:54,10/12/2022 14:26,10/12/2022 19:52,SO,158S,null,null,null,null,Consumable,0.93,ConUS,PAOOOP,10/11/2022,10/11/2022 15:54,10/11/2022 15:54,null,1,null,2,J89,10/11/2022 15:54,GIE Demand,FALSE,0.9388889
193185,KNYL,MCAS YUMA,44686,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/5/2019 18:22,2/6/2019 3:34,2/6/2019 5:19,SO,GJ3,null,null,null,null,Consumable,0.38,ConUS,PAOOOP,2/5/2019,2/5/2019 18:22,2/5/2019 18:22,null,1,null,2,J89,2/5/2019 18:22,GIE Demand,FALSE,0.38333333
193186,S118,ANG BURLINGTON,2571,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,11/5/2019 18:56,11/5/2019 20:19,11/6/2019 12:34,SO,158S,null,null,null,null,Consumable,0.06,ConUS,PAOOOP,11/5/2019,11/5/2019 18:56,11/5/2019 18:56,null,1,null,2,J89,11/5/2019 18:56,GIE Demand,FALSE,0.057638887
193187,S130,RAAF TINDAL,2889,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,3/29/2022 11:39,3/30/2022 0:37,3/31/2022 3:31,SO,75SQ,null,null,null,null,Consumable,0.54,OConUS,PAOOOP,3/29/2022,3/29/2022 11:39,3/29/2022 11:39,null,1,null,2,J89,3/29/2022 11:39,GIE Demand,FALSE,0.5402778
193188,KNYL,MCAS YUMA,44682,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/5/2019 18:21,2/6/2019 3:34,2/6/2019 5:20,SO,GJ3,null,null,null,null,Consumable,0.38,ConUS,PAOOOP,2/5/2019,2/5/2019 18:21,2/5/2019 18:22,null,1,null,2,J89,2/5/2019 18:21,GIE Demand,FALSE,0.38402778
193189,RJOI,MCAS IWAKUNI,33672,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,6/15/2021 8:07,6/15/2021 9:57,6/15/2021 11:42,SO,GF7,null,null,null,null,Consumable,0.08,OConUS,PAOOOP,6/15/2021,6/15/2021 8:07,6/15/2021 8:07,null,1,null,2,J89,6/15/2021 8:07,GIE Demand,FALSE,0.07638889
193190,EGYM,RAF MARHAM,19879,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,6/3/2020 6:24,6/8/2020 9:22,6/23/2020 16:19,SO,MRM,null,null,null,null,Consumable,5.1,OConUS,PAOOOP,6/3/2020,6/3/2020 6:24,6/3/2020 6:24,null,1,null,2,J89,6/3/2020 6:24,GIE Demand,FALSE,5.123611
193191,EGYM,RAF MARHAM,1547,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:35,8/15/2018 21:33,8/21/2018 11:16,SO,617B,null,null,null,null,Consumable,41.37,OConUS,PAOOOP,7/5/2018,7/5/2018 7:35,7/5/2018 7:35,null,1,null,2,J89,7/5/2018 7:35,GIE Demand,FALSE,41.581944
193192,KNBC,MCAS BEAUFORT,102921,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/23/2021 14:10,2/24/2021 14:09,2/25/2021 21:06,SO,GG7,null,null,null,null,Consumable,0.99,ConUS,PAOOOP,2/23/2021,2/23/2021 14:10,2/23/2021 14:10,null,1,null,2,J89,2/23/2021 14:10,GIE Demand,FALSE,0.99930555
193193,KNBC,MCAS BEAUFORT,124382,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,1/26/2022 18:12,1/26/2022 21:10,1/31/2022 15:34,SO,FE3,null,null,null,null,Consumable,0.12,ConUS,PAOOOP,1/26/2022,1/26/2022 18:12,1/26/2022 18:12,null,1,null,2,J89,1/26/2022 18:12,GIE Demand,FALSE,0.12361111
193194,YWLM,RAAF WILLIAMTOWN,53051,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:54,1/23/2023 0:41,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0180554
193195,S100,ROKAF CHEONGJU,14020,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,2/23/2021 0:26,2/23/2021 5:14,2/23/2021 10:03,SO,KR01,null,null,null,null,Consumable,0.2,OConUS,PAOOOP,2/23/2021,2/23/2021 0:26,2/23/2021 0:26,null,1,null,3,J89,2/23/2021 0:26,GIE Demand,FALSE,0.2
193196,KNYL,MCAS YUMA,52285,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:35,9/19/2019 13:21,9/19/2019 20:29,SO,GJ3,null,null,null,null,Consumable,0.9,ConUS,PAOOOP,9/18/2019,9/18/2019 15:35,9/18/2019 15:35,null,1,null,2,J89,9/18/2019 15:35,GIE Demand,FALSE,0.90694445
193197,S118,ANG BURLINGTON,2556,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,11/5/2019 18:51,11/5/2019 20:19,11/6/2019 12:39,SO,158S,null,null,null,null,Consumable,0.06,ConUS,PAOOOP,11/5/2019,11/5/2019 18:51,11/5/2019 18:51,null,1,null,2,J89,11/5/2019 18:51,GIE Demand,FALSE,0.06111111
193198,KNKX,MCAS MIRAMAR,30413,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,1/20/2023 16:19,1/20/2023 17:28,1/20/2023 20:08,SO,GG7,null,null,null,null,Consumable,0.05,ConUS,PAOOOP,1/20/2023,1/20/2023 16:19,1/20/2023 16:19,null,1,null,2,J89,1/20/2023 16:19,GIE Demand,FALSE,0.047916666
193199,KNYL,MCAS YUMA,52294,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:36,9/19/2019 9:23,9/19/2019 19:07,SO,GJ3,null,null,null,null,Consumable,0.74,ConUS,PAOOOP,9/18/2019,9/18/2019 15:36,9/18/2019 15:36,null,1,null,2,J89,9/18/2019 15:36,GIE Demand,FALSE,0.7409722
193200,S118,ANG BURLINGTON,16633,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,10/11/2022 15:47,10/12/2022 14:26,10/12/2022 19:52,SO,158S,null,null,null,null,Consumable,0.94,ConUS,PAOOOP,10/11/2022,10/11/2022 15:47,10/11/2022 15:47,null,1,null,2,J89,10/11/2022 15:47,GIE Demand,FALSE,0.94375
193201,KNLC,NAS LEMOORE,64578,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 7:25,2/9/2022 19:31,2/9/2022 22:44,SO,PJ2,null,null,null,null,Consumable,0.5,ConUS,PAOOOP,2/9/2022,2/9/2022 7:25,2/9/2022 7:25,null,1,null,2,J89,2/9/2022 7:25,GIE Demand,FALSE,0.50416666
193202,YWLM,RAAF WILLIAMTOWN,53048,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:54,1/23/2023 0:41,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0180554
193203,LIBA,AMENDOLA AIR BASE,8614,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ITAF,Invoiced/Closed,12/10/2019 10:50,12/10/2019 12:55,12/10/2019 15:05,SO,32SA,null,null,null,null,Consumable,0.09,OConUS,PAOOOP,12/10/2019,12/10/2019 10:50,12/10/2019 10:50,null,1,null,2,J89,12/10/2019 10:50,GIE Demand,FALSE,0.08680555
193204,S139,RNLAF VOLKEL,410,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROYAL NETHERLANDS AIR FORCE,Invoiced/Closed,3/14/2022 10:14,3/16/2022 9:01,3/16/2022 9:20,SO,313,null,null,null,null,Consumable,1.94,OConUS,PAOOOP,3/14/2022,3/14/2022 10:14,3/14/2022 10:14,null,1,null,2,J89,3/14/2022 10:14,GIE Demand,FALSE,1.9493055
193205,YWLM,RAAF WILLIAMTOWN,53072,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:49,1/23/2023 0:39,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0145833
193206,EGYM,RAF MARHAM,1526,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:34,8/15/2018 21:33,8/21/2018 11:14,SO,617B,null,null,null,null,Consumable,41.37,OConUS,PAOOOP,7/5/2018,7/5/2018 7:34,7/5/2018 7:34,null,1,null,2,J89,7/5/2018 7:34,GIE Demand,FALSE,41.582638
193207,KNYL,MCAS YUMA,52296,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:36,9/19/2019 9:23,9/19/2019 20:26,SO,GJ3,null,null,null,null,Consumable,0.74,ConUS,PAOOOP,9/18/2019,9/18/2019 15:36,9/18/2019 15:36,null,1,null,2,J89,9/18/2019 15:36,GIE Demand,FALSE,0.7409722
193208,KNYL,MCAS YUMA,52201,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:19,9/19/2019 13:23,9/25/2019 22:07,SO,GE3,null,null,null,null,Consumable,0.91,ConUS,PAOOOP,9/18/2019,9/18/2019 15:19,9/18/2019 15:19,null,1,null,2,J89,9/18/2019 15:19,GIE Demand,FALSE,0.91944444
193209,YWLM,RAAF WILLIAMTOWN,51002,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/21/2022 23:12,11/22/2022 21:42,11/22/2022 22:50,SO,77SQ,null,null,null,null,Consumable,0.93,OConUS,PAOOOP,11/21/2022,11/21/2022 23:12,11/21/2022 23:12,null,1,null,2,J89,11/21/2022 23:12,GIE Demand,FALSE,0.9375
193210,KNLC,NAS LEMOORE,23764,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,9/9/2019 23:57,10/16/2019 15:03,10/17/2019 15:55,SO,PA7,null,null,null,null,Consumable,36.44,ConUS,PAOOOP,9/9/2019,9/9/2019 23:57,9/9/2019 23:57,null,1,null,2,J89,9/9/2019 23:57,GIE Demand,FALSE,36.629166
193211,S100,ROKAF CHEONGJU,14022,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,2/23/2021 0:26,2/23/2021 5:14,2/23/2021 10:03,SO,KR01,null,null,null,null,Consumable,0.2,OConUS,PAOOOP,2/23/2021,2/23/2021 0:26,2/23/2021 0:26,null,1,null,3,J89,2/23/2021 0:26,GIE Demand,FALSE,0.2
193212,KNYL,MCAS YUMA,52208,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:20,9/19/2019 9:32,9/25/2019 22:08,SO,GE3,null,null,null,null,Consumable,0.75,ConUS,PAOOOP,9/18/2019,9/18/2019 15:20,9/18/2019 15:20,null,1,null,2,J89,9/18/2019 15:20,GIE Demand,FALSE,0.7583333
193213,YWLM,RAAF WILLIAMTOWN,53039,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:56,1/23/2023 0:42,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0194445
193214,YWLM,RAAF WILLIAMTOWN,53108,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:29,1/22/2023 23:44,1/23/2023 0:35,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:29,1/19/2023 23:29,null,1,null,2,J89,1/19/2023 23:29,GIE Demand,FALSE,3.0104167
193215,EGYM,RAF MARHAM,46458,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,6/28/2022 9:55,6/28/2022 10:09,6/28/2022 10:12,SO,MRM,null,null,null,null,Consumable,0.01,OConUS,PAOOOP,6/28/2022,6/28/2022 9:55,6/28/2022 9:55,null,1,null,2,J89,6/28/2022 9:55,GIE Demand,FALSE,0.009722223
193216,YWLM,RAAF WILLIAMTOWN,53044,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:56,1/23/2023 0:41,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0194445
193217,EGYM,RAF MARHAM,32189,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,6/8/2021 10:08,6/8/2021 12:30,6/8/2021 12:32,SO,MRM,null,null,null,null,Consumable,0.1,OConUS,PAOOOP,6/8/2021,6/8/2021 10:08,6/8/2021 10:08,null,1,null,2,J89,6/8/2021 10:08,GIE Demand,FALSE,0.09861111
193218,KNBC,MCAS BEAUFORT,124383,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,1/26/2022 18:12,1/26/2022 21:10,1/26/2022 22:37,SO,FE3,null,null,null,null,Consumable,0.12,ConUS,PAOOOP,1/26/2022,1/26/2022 18:13,1/26/2022 18:13,null,1,null,2,J89,1/26/2022 18:12,GIE Demand,FALSE,0.12361111
193219,KNLC,NAS LEMOORE,64605,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 7:34,2/9/2022 18:55,2/9/2022 23:06,SO,PJ2,null,null,null,null,Consumable,0.47,ConUS,PAOOOP,2/9/2022,2/9/2022 7:34,2/9/2022 7:34,null,1,null,2,J89,2/9/2022 7:34,GIE Demand,FALSE,0.47291666
1101,KLUF,LUKE AFB,31787,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/30/2017 17:22,1/30/2017 17:30,1/30/2017 17:32,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/30/2017,1/30/2017 17:22,1/30/2017 17:22,null,1,null,3,J56,1/30/2017 17:22,GIE Demand,FALSE,0.005555556
1102,KLUF,LUKE AFB,120700,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/24/2019 2:00,9/24/2019 2:12,9/24/2019 14:56,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/24/2019,9/24/2019 2:00,9/24/2019 2:00,null,1,null,3,J56,9/24/2019 2:00,GIE Demand,FALSE,0.008333334
1103,KLUF,LUKE AFB,247644,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/15/2022 23:51,7/16/2022 0:02,7/16/2022 0:04,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/15/2022,7/15/2022 23:51,7/15/2022 23:51,null,1,null,3,J56,7/15/2022 23:51,GIE Demand,FALSE,0.007638889
1104,KLUF,LUKE AFB,264275,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/8/2022 13:10,11/8/2022 13:19,11/8/2022 13:21,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/8/2022,11/8/2022 13:10,11/8/2022 13:10,null,1,null,3,J56,11/8/2022 13:10,GIE Demand,FALSE,0.00625
1105,KLUF,LUKE AFB,135967,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/10/2020 16:55,2/10/2020 17:05,2/10/2020 17:09,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/10/2020,2/10/2020 16:55,2/10/2020 16:55,null,1,null,3,J56,2/10/2020 16:55,GIE Demand,FALSE,0.006944445
1106,KLUF,LUKE AFB,145495,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/24/2020 14:31,4/24/2020 14:39,4/24/2020 14:41,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/24/2020,4/24/2020 14:31,4/24/2020 14:31,null,1,null,3,J56,4/24/2020 14:31,GIE Demand,FALSE,0.005555556
1107,KLUF,LUKE AFB,252930,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/22/2022 13:33,8/22/2022 13:45,8/22/2022 14:11,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/22/2022,8/22/2022 13:33,8/22/2022 13:33,null,1,null,3,J56,8/22/2022 13:33,GIE Demand,FALSE,0.008333334
1108,KLUF,LUKE AFB,240012,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/18/2022 14:21,5/18/2022 14:29,5/18/2022 14:33,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/18/2022,5/18/2022 14:21,5/18/2022 14:21,null,1,null,3,J56,5/18/2022 14:21,GIE Demand,FALSE,0.005555556
1109,KLUF,LUKE AFB,217419,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/18/2021 15:24,11/18/2021 15:35,11/18/2021 15:38,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/18/2021,11/18/2021 15:24,11/18/2021 15:24,null,1,null,3,J56,11/18/2021 15:24,GIE Demand,FALSE,0.007638889
1110,KLUF,LUKE AFB,211966,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/13/2021 15:19,10/13/2021 15:27,10/13/2021 15:30,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/13/2021,10/13/2021 15:19,10/13/2021 15:19,null,1,null,3,J56,10/13/2021 15:19,GIE Demand,FALSE,0.005555556
1111,KLUF,LUKE AFB,49210,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/6/2017 17:59,10/6/2017 18:17,10/6/2017 18:29,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/6/2017,10/6/2017 17:59,10/6/2017 17:59,null,1,null,3,J56,10/6/2017 17:59,GIE Demand,FALSE,0.0125
1112,KLUF,LUKE AFB,27011,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/3/2016 14:32,11/3/2016 14:50,11/4/2016 12:36,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/3/2016,11/3/2016 14:32,11/3/2016 14:32,null,1,null,3,J56,11/3/2016 14:32,GIE Demand,FALSE,0.0125
1113,KLUF,LUKE AFB,101200,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/9/2019 13:11,4/9/2019 13:23,4/10/2019 18:08,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/9/2019,4/9/2019 13:11,4/9/2019 13:11,null,1,null,3,J56,4/9/2019 13:11,GIE Demand,FALSE,0.008333334
1114,KLUF,LUKE AFB,103735,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/1/2019 18:52,5/1/2019 19:05,5/1/2019 19:11,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/1/2019,5/1/2019 18:52,5/1/2019 18:53,null,1,null,3,J56,5/1/2019 18:52,GIE Demand,FALSE,0.009027778
1115,KLUF,LUKE AFB,270685,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/9/2023 13:04,1/9/2023 13:22,1/9/2023 13:28,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/9/2023,1/9/2023 13:04,1/9/2023 13:04,null,1,null,3,J56,1/9/2023 13:04,GIE Demand,FALSE,0.0125
1116,KLUF,LUKE AFB,84020,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/2/2018 22:20,11/2/2018 22:34,11/2/2018 22:39,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/2/2018,11/2/2018 22:20,11/2/2018 22:20,null,1,null,3,J56,11/2/2018 22:20,GIE Demand,FALSE,0.009722223
1117,KLUF,LUKE AFB,121657,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/1/2019 3:54,10/1/2019 4:13,10/1/2019 4:21,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/1/2019,10/1/2019 3:54,10/1/2019 3:54,null,1,null,3,J56,10/1/2019 3:54,GIE Demand,FALSE,0.013194445
1118,KLUF,LUKE AFB,229088,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/28/2022 13:57,2/28/2022 14:08,2/28/2022 14:10,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/28/2022,2/28/2022 13:57,2/28/2022 13:57,null,1,null,3,J56,2/28/2022 13:57,GIE Demand,FALSE,0.007638889
